관리번호,도로명주소,데이터기준일자,위도,경도
03-14-15,서울특별시 마포구 성산1동 성산로4길 54,2025-04-22,37.56369066,126.9094913
03-14-16,서울특별시 마포구 성산1동 성산로4길 46,2025-04-22,37.56345101,126.9092762
03-14-17,서울특별시 마포구 성산1동 성산로4길 15,2025-04-22,37.56336849,126.9078957
03-14-18,서울특별시 마포구 성산1동 성산로8길 42,2025-04-22,34.7730583,127.6389196
03-14-19,서울특별시 마포구 성산1동 성산로4길 79,2025-04-22,34.89678174,128.6960176
03-14-20,서울특별시 마포구 성산1동 성산로4길 80,2025-04-22,37.56428471,126.9107082
03-14-21,서울특별시 마포구 성산1동 월드컵북로12길 78,2025-04-22,37.56453241,126.9152478
03-14-22,서울특별시 마포구 성산1동 연남로13길 51,2025-04-22,37.56572262,126.91461
03-14-23,서울특별시 마포구 성산1동 연남로13길 55,2025-04-22,37.56564598,126.9142906
03-14-24,서울특별시 마포구 성산1동 연남로13길 71,2025-04-22,37.56539989,126.9133833
03-14-25,서울특별시 마포구 성산1동 월드컵북로12안길62,2025-04-22,37.56442532,126.9136899
03-14-26,서울특별시 마포구 성산1동 월드컵북로18길13,2025-04-22,37.56403723,126.9140063
03-14-27,서울특별시 마포구 성산1동 월드컵북로12안길34,2025-04-22,37.56329259,126.9146763
03-14-28,서울특별시 마포구 성산1동 연남로13길 33,2025-04-22,37.56602973,126.9155606
03-14-29,서울특별시 마포구 성산1동 연남로13길 27,2025-04-22,37.56609587,126.9158267
03-14-30,서울특별시 마포구 성산1동 성미산로11길 36,2025-04-22,37.5621975,126.9164186
03-14-31,서울특별시 마포구 성산1동 월드컵북로 16길17,2025-04-22,37.563061,126.9152529
03-14-32,서울특별시 마포구 성산1동 동교로17길 86,2025-04-22,37.55843175,126.9142356
03-14-33,서울특별시 마포구 성산1동 성미산로10길 15,2025-04-22,37.55877829,126.915371
03-14-34,서울특별시 마포구 성산1동 성미산로7길 13,2025-04-22,37.55961874,126.9122918
03-15-01,서울특별시 마포구 성산2동 새터산 14길 52,2025-04-22,37.56576792,126.9089236
03-15-02,서울특별시 마포구 성산2동 새터산 14길 25 ,2025-04-22,37.56701231,126.908835
03-15-03,서울특별시 마포구 성산2동 새터산길 51 ,2025-04-22,37.56711797,126.9070636
03-15-04,서울특별시 마포구 성산2동 새터산길 25 ,2025-04-22,37.56600562,126.9068625
03-15-05,서울특별시 마포구 성산2동 새터산길 26 ,2025-04-22,37.56599078,126.9071263
03-15-06,서울특별시 마포구 성산2동 새터산길 22 ,2025-04-22,37.56576512,126.9071827
03-15-07,서울특별시 마포구 성산2동 새터산4길 2 ,2025-04-22,37.5651823,126.907336
03-15-08,서울특별시 마포구 성산2동 새터산 12길 34 ,2025-04-22,37.5657074,126.9079103
03-15-09,서울특별시 마포구 성산2동 월드컵북로31길 14,2025-04-22,37.56789871,126.9066528
03-15-10,서울특별시 마포구 성산2동 모래내로5길 9,2025-04-22,37.56628522,126.9099164
03-15-11,서울특별시 마포구 성산2동 새터산로10길 19,2025-04-22,,
03-15-12,서울특별시 마포구 성산2동 새터산 7길 5,2025-04-22,37.56551679,126.9068118
03-15-13,서울특별시 마포구 성산2동 새터산 5길 44 ,2025-04-22,37.56552903,126.9049826
03-15-14,서울특별시 마포구 성산2동 새터산14길 46,2025-04-22,37.56598762,126.9088491
03-15-15,서울특별시 마포구 성산2동 월드컵로 36길 47,2025-04-22,37.56844339,126.9053279
03-15-16,서울특별시 마포구 성산2동 월드컵북로 198-4 ,2025-04-22,37.56870954,126.9069106
03-15-17,서울특별시 마포구 성산2동 월드컵로 36길 47-16 ,2025-04-22,37.56874471,126.905027
03-15-18,서울특별시 마포구 성산2동 월드컵북로 210 ,2025-04-22,37.56922052,126.9058043
03-15-19,서울특별시 마포구 성산2동 모래내로 7길 84 ,2025-04-22,37.56828445,126.9086365
03-15-20,서울특별시 마포구 성산2동 모래내로 7길 62 ,2025-04-22,37.56769731,126.9096199
03-15-21,서울특별시 마포구 성산2동 모래내로 7길 41 ,2025-04-22,37.56728744,126.9106803
03-15-22,서울특별시 마포구 성산2동 모래내로 7길 30 ,2025-04-22,37.56730511,126.9114131
03-15-23,서울특별시 마포구 성산2동 성암로 1길 22 ,2025-04-22,37.56719509,126.9118761
03-15-24,서울특별시 마포구 성산2동 모래내로 9길 15 ,2025-04-22,37.56771445,126.9127595
03-15-25,서울특별시 마포구 성산2동 모래내로 9길 24 ,2025-04-22,37.56820807,126.9119866
03-15-26,서울특별시 마포구 성산2동 성암로 5길 37,2025-04-22,37.56856713,126.9103242
03-15-27,서울특별시 마포구 성산2동 성암로 3가길 13 ,2025-04-22,37.56897644,126.9106674
03-15-28,서울특별시 마포구 성산2동 성암로 11길 28 ,2025-04-22,37.57324897,126.9019379
03-15-29,서울특별시 마포구 성산2동 성암로 9길 14 ,2025-04-22,37.57300006,126.9035121
03-15-30,서울특별시 마포구 성산2동 성암로 9안길 8-10 ,2025-04-22,37.57340397,126.903515
03-15-31,서울특별시 마포구 성산2동 성암로5길 18,2025-04-22,37.56942412,126.9098055
03-15-32,서울특별시 마포구 성산2동 월드컵북로38가길 24,2025-04-22,37.57099792,126.9055806
03-16-01,서울특별시 마포구 상암동 월드컵북로 45길 6-7,2025-04-22,37.57514762,126.8946099
03-16-02,서울특별시 마포구 상암동 월드컵북로 43길 37,2025-04-22,37.57439025,126.8941123
03-16-03,서울특별시 마포구 상암동 월드컵북로 43길 28 ,2025-04-22,37.5743248,126.8948761
03-16-04,서울특별시 마포구 상암동 월드컵북로 45길 9 ,2025-04-22,37.57488237,126.8950152
03-16-05,서울특별시 마포구 상암동 월드컵북로 43길 20 ,2025-04-22,37.57438636,126.8950046
03-16-06,서울특별시 마포구 상암동 월드컵북로 43길 6 ,2025-04-22,37.57485828,126.8953856
03-16-07,서울특별시 마포구 상암동 매봉산로 2길 51 ,2025-04-22,37.57650654,126.8909834
03-16-08,서울특별시 마포구 상암동 매봉산로 2길 45 ,2025-04-22,37.57735054,126.8959147
03-16-09,서울특별시 마포구 상암동 월드컵북로 48길 28-12 ,2025-04-22,37.57688592,126.8956345
03-16-10,서울특별시 마포구 상암동 매봉산로 2안길 12 ,2025-04-22,37.57786457,126.8945089
03-16-11,서울특별시 마포구 상암동 월드컵북로 48길 5 ,2025-04-22,37.57660792,126.8940634
03-16-12,서울특별시 마포구 상암동 성암로 211,2025-04-22,37.57818933,126.8962787
03-16-13,서울특별시 마포구 상암동 매봉산로 2길 16,2025-04-22,37.57833432,126.894673
03-16-14,서울특별시 마포구 상암동 성암로 13길 54,2025-04-22,37.57586756,126.8977293
03-16-15,서울특별시 마포구 상암동 성암로13길 64 ,2025-04-22,37.5754501,126.8978
03-16-16,서울특별시 마포구 상암동 월드컵북로 42가길 6 ,2025-04-22,37.57510657,126.8978197
03-16-17,서울특별시 마포구 상암동 월드컵북로 42다길 14 ,2025-04-22,37.57569875,126.8973557
03-16-18,서울특별시 마포구 상암동 월드컵북로 42라길 19 ,2025-04-22,37.5761355,126.8967834
03-16-19,서울특별시 마포구 상암동 성암로 15길 46 ,2025-04-22,37.57688291,126.8963067
03-16-20,서울특별시 마포구 상암동 성암로 13길 17 ,2025-04-22,37.57724727,126.896717
03-16-21,서울특별시 마포구 상암동 월드컵북로 42가길 32,2025-04-22,37.55862426,126.9160671
03-16-22,서울특별시 마포구 상암동 월드컵북로 42가길 28 ,2025-04-22,37.57541731,126.8967731
